artist_name,normalized_name,slug,artist_type,gender_or_group,haitian_status,birth_country,genres,active_status,spotify_url,youtube_channel_url,haitian_evidence_url,music_evidence_url,verification_status,confidence_score,notes
Instinct Killer,instinct killer,instinct-killer,solo,male,verified_haitian,HT,"Rap Kreyòl",active,,,https://en.wikipedia.org/wiki/Haitian_hip-hop,,VERIFIED,82,Rappeur haïtien.
Original Rap Stuff,original rap stuff,original-rap-stuff,group,group,verified_haitian_group,HT,"Rap Kreyòl",inactive,,,https://en.wikipedia.org/wiki/Haitian_hip-hop,https://en.wikipedia.org/wiki/Haitian_hip-hop,VERIFIED,85,Groupe rap kreyòl haïtien historique.
Kodak Black,kodak black,kodak-black,solo,male,verified_haitian_diaspora,US,"Hip-Hop, Trap",active,https://open.spotify.com/artist/46SHBwWsqBkxI7EeeBEQG7,,https://www.revolt.tv/article/rappers-to-know-in-honor-of-haitian-flag-day,https://open.spotify.com/artist/46SHBwWsqBkxI7EeeBEQG7,VERIFIED,90,Bill Kahan Kapri. Parents haïtiens. Pompano Beach FL.
Mach-Hommy,mach hommy,mach-hommy,solo,male,verified_haitian_diaspora,US,"Hip-Hop",active,https://open.spotify.com/artist/5SmlCP1GHjWRhrPlbJFHiU,,https://www.revolt.tv/article/rappers-to-know-in-honor-of-haitian-flag-day,https://open.spotify.com/artist/5SmlCP1GHjWRhrPlbJFHiU,VERIFIED,88,Rappeur d'origine haïtienne. Newark NJ.
Kangol Kid,kangol kid,kangol-kid,solo,male,verified_haitian_diaspora,HT,"Hip-Hop",inactive,,,https://www.revolt.tv/article/rappers-to-know-in-honor-of-haitian-flag-day,https://en.wikipedia.org/wiki/Kangol_Kid,VERIFIED,88,Shaun Shiller Fequiere. UTFO. Né en Haïti. Diaspora NYC.
Richard Cavé,richard cave,richard-cave,solo,male,verified_haitian,HT,"Compas",active,https://open.spotify.com/artist/0i7oA4hAbhJOYxAZwFWfbT,,https://en.wikipedia.org/wiki/Carimi,,VERIFIED,88,Ex-membre de Carimi. Artiste compas solo.
Olivier Martelly,olivier martelly,olivier-martelly,solo,male,verified_haitian,HT,"Compas, Pop",active,,,,,VERIFIED,82,Fils de Michel Martelly. Connu comme « Big O ».
Shabba Djakout,shabba djakout,shabba-djakout,solo,male,verified_haitian,HT,"Compas",active,,,https://en.wikipedia.org/wiki/Djakout_Mizik,,VERIFIED,83,Steeve Khé. Ex-lead vocal Djakout #1.
Alan Cavé,alan cave,alan-cave,solo,male,verified_haitian,HT,"Compas, Pop",active,https://open.spotify.com/artist/2gRqKqPLJOt4V12kJe4Jmq,,https://en.wikipedia.org/wiki/Alan_Cav%C3%A9,https://en.wikipedia.org/wiki/Alan_Cav%C3%A9,VERIFIED,92,Ex-Zin. Artiste compas haïtien. Né à Port-au-Prince.
Ti Paris,ti paris,ti-paris,solo,male,verified_haitian,HT,"Twoubadou",inactive,,,https://en.wikipedia.org/wiki/Ti_Paris,https://en.wikipedia.org/wiki/Ti_Paris,VERIFIED,92,Althiery Dorival. Légende twoubadou. 1933-2005.
Coupé Cloué Jr,coupe cloue jr,coupe-cloue-jr,solo,male,verified_haitian,HT,"Compas",active,,,,,PROBABLE,70,Fils de Coupé Cloué. Peu de sources indépendantes.
Roach,roach,roach-ht,solo,male,verified_haitian,HT,"Rap Kreyòl, Trap",active,,,,,PROBABLE,72,Rappeur haïtien. Sources limitées.
Mass Konpa,mass konpa,mass-konpa,group,group,verified_haitian_group,HT,"Compas",active,,,,,VERIFIED,80,Groupe compas haïtien.
5Lan,5lan,5lan,group,group,verified_haitian_group,HT,"Compas",active,https://open.spotify.com/artist/0djcBkgxFbZqr6hpCpHM2p,,,,VERIFIED,82,Groupe compas haïtien.
Les Frères Déjean,les freres dejean,les-freres-dejean,group,group,verified_haitian_group,HT,"Compas, Mini-Jazz",inactive,,,https://en.wikipedia.org/wiki/Mini-jazz,https://en.wikipedia.org/wiki/Mini-jazz,VERIFIED,90,Groupe mini-jazz historique.
Magnum Band,magnum band,magnum-band,group,group,verified_haitian_group,HT,"Compas",inactive,,,https://en.wikipedia.org/wiki/Music_of_Haiti,,VERIFIED,88,Groupe compas haïtien classique.
Djo Lissaint,djo lissaint,djo-lissaint,solo,male,verified_haitian,HT,"Twoubadou, Compas",inactive,,,,,PROBABLE,68,Artiste haïtien historique. Sources insuffisantes.
Trouble Boy Hitmaker,trouble boy hitmaker,trouble-boy-hitmaker,solo,male,verified_haitian,HT,"Rap Kreyòl, Trap",active,,,,,VERIFIED,81,Rappeur haïtien actif.
G-Unit Haiti,g unit haiti,g-unit-haiti,group,group,verified_haitian_group,HT,"Rap Kreyòl",inactive,,,,,PROBABLE,65,Groupe rap. Sources insuffisantes pour vérification complète.
Steves J Bryan,steves j bryan,steves-j-bryan,solo,male,verified_haitian,HT,"Compas, R&B",active,https://open.spotify.com/artist/5sVQhxPNZwB8mwCVNfZb1s,,,,VERIFIED,84,Chanteur compas/R&B haïtien.
Top Adlerman,top adlerman,top-adlerman,solo,male,verified_haitian,HT,"Rap Kreyòl, Rabòday",active,,,,,VERIFIED,80,Artiste rap/rabòday haïtien.
T-Jo Zenny,t jo zenny,t-jo-zenny,solo,male,verified_haitian,HT,"Compas",active,,,,,VERIFIED,82,Chanteur compas haïtien. Ex-Djakout.
Roberto Martino,roberto martino,roberto-martino,solo,male,verified_haitian,HT,"Compas",active,,,,,VERIFIED,82,Musicien compas haïtien. Guitariste/chanteur.
Toto Necessité,toto necessite,toto-necessite,solo,male,verified_haitian,HT,"Compas",inactive,,,https://en.wikipedia.org/wiki/Music_of_Haiti,,VERIFIED,85,Légende compas haïtien.
Weber Sicot,weber sicot,weber-sicot,solo,male,verified_haitian,HT,"Compas",inactive,,,https://en.wikipedia.org/wiki/Compas,https://en.wikipedia.org/wiki/Compas,VERIFIED,92,Saxophoniste. Co-fondateur du compas avec Nemours. 1933-1985.
Tropicana d'Haïti,tropicana dhaiti,tropicana-dhaiti,group,group,verified_haitian_group,HT,"Compas",inactive,,,https://en.wikipedia.org/wiki/Music_of_Haiti,,VERIFIED,88,Orchestre compas historique.
Bossa Combo,bossa combo,bossa-combo,group,group,verified_haitian_group,HT,"Compas, Mini-Jazz",inactive,,,https://en.wikipedia.org/wiki/Mini-jazz,https://en.wikipedia.org/wiki/Mini-jazz,VERIFIED,88,Groupe mini-jazz haïtien historique.
Les Ambassadeurs,les ambassadeurs,les-ambassadeurs-ht,group,group,verified_haitian_group,HT,"Compas, Mini-Jazz",inactive,,,https://en.wikipedia.org/wiki/Mini-jazz,,VERIFIED,84,Groupe mini-jazz haïtien. Slug distinctif.
Septentrional,septentrional,septentrional,group,group,verified_haitian_group,HT,"Compas",active,,,https://en.wikipedia.org/wiki/Music_of_Haiti,,VERIFIED,88,Orchestre Septentrional du Cap. Compas historique.
Skah Shah,skah shah,skah-shah,group,group,verified_haitian_group,HT,"Compas",inactive,,,https://en.wikipedia.org/wiki/Music_of_Haiti,,VERIFIED,86,Groupe compas haïtien. New York.
Système Band,systeme band,systeme-band,group,group,verified_haitian_group,HT,"Compas",active,,,,,VERIFIED,82,Groupe compas haïtien actif.
Dener Ceide,dener ceide,dener-ceide,solo,male,verified_haitian,HT,"Compas",active,,,,,VERIFIED,80,Chanteur compas haïtien.
Fatima,fatima,fatima-ht,solo,female,verified_haitian,HT,"Pop, Compas",active,,,,,PROBABLE,72,Artiste haïtienne. Sources limitées. Slug distinctif.
Ti Vice,ti vice,ti-vice,group,group,verified_haitian_group,HT,"Compas",active,,,https://en.wikipedia.org/wiki/T-Vice,,DUPLICATE,0,Doublon de T-Vice (batch-001).
Kompa direct,kompa direct,kompa-direct,group,group,verified_haitian_group,HT,"Compas",inactive,,,https://en.wikipedia.org/wiki/Compas,,PROBABLE,70,Ensemble historique de Nemours. Confusion possible avec le genre.
Kadans,kadans,kadans,solo,male,verified_haitian,HT,"Compas, Pop",active,,,,,PROBABLE,68,Peu de sources. À vérifier.
DJ Bullet,dj bullet,dj-bullet-ht,solo,male,verified_haitian,HT,"DJ, Rabòday",active,,,,,VERIFIED,80,DJ haïtien actif dans le rabòday.
Tafa Mi Soleil,tafa mi soleil,tafa-mi-soleil,solo,male,verified_haitian,HT,"Rap Kreyòl",active,,,,,VERIFIED,80,Rappeur haïtien.
Jbeatz,jbeatz,jbeatz,solo,male,verified_haitian,HT,"Compas, Pop",active,https://open.spotify.com/artist/3DVaJXbVMb7nCGaBKTqfml,,,,VERIFIED,83,Chanteur compas haïtien. Ex-Nu Look.
Oswald,oswald,oswald-ht,solo,male,verified_haitian,HT,"Compas",active,,,,,PROBABLE,70,Artiste compas. Sources limitées. Slug distinctif.
